OPDIV,FAIN,"Obligation Document
Numbers",Recipient Name,Recipient State,Country,"Action Date (Date
Terminated)",Total Amount Obligated,Total Amount Expended,"Total Payment Amount (As
of Termination)","Unliquidated Obligations
(As of Termination)",Award Title,Presidential Action,"For Cause (Put
X if applicable)",page
NIH,K99AI180649,KAI180649A,"FRED HUTCHINSON
CANCER CENTER",WASHINGTON,UNITED STATES,5/2/2025,-,-,-,-,"Regulatory T cell coordination of the mucosal NK cell
response during viral infection",Departmental Authority,-,38
NIH,K99CA283146,KCA283146A,"HARVARD COLLEGE
PRESIDENT & FELLOWS OF",MASSACHUSETTS,UNITED STATES,5/6/2025,-,-,-,-,"Dietary prevention for colorectal cancer: targeting the
bile acid/gut microbiome axis",Departmental Authority,-,38
NIH,K99DA060266,KDA060266A,"GEORGIA STATE
UNIVERSITY RESEARCH
FOUNDATION",Georgia,UNITED STATES,4/19/2025,-,-,-,-,"Early resource scarcity effects on addiction-related
behavior: a novel role for retrotransposons.",Departmental Authority,-,38
NIH,K99DC021582,KDC021582A,"UNIVERSITY OF
PENNSYLVANIA",PENNSYLVANIA,UNITED STATES,6/6/2025,-,-,-,-,"Top-down mechanisms underlying contextual and
adaptive processing in the auditory system",Departmental Authority,-,38
NIH,K99DC022343,KDC022343A,"BOSTON CHILDREN'S
HOSPITAL",MASSACHUSETTS,UNITED STATES,4/15/2025,-,-,-,-,"Defining the role of MET components in vestibular
hair cell maturation and gene therapy
responsiveness",Departmental Authority,-,38
NIH,K99DK136503,KDK136503A,"THE REGENTS OF THE
UNIVERSITY OF COLORADO",Colorado,UNITED STATES,2/11/2026,-,-,-,-,"Pancreatic fat and volume and childhood metabolic
health",Departmental Authority,-,38
NIH,K99EB032749,KEB032749A,"MASSACHUSETTS GENERAL
HOSPITAL",MASSACHUSETTS,UNITED STATES,4/28/2025,-,-,-,-,"Wearable RF-EEG Cap for closed
loopTMS/fMRI/EEG Applications",Departmental Authority,-,38
NIH,K99ES035894,KES035894A,"ICAHN SCHOOL OF
MEDICINE AT MOUNT SINAI",NEW YORK,UNITED STATES,4/30/2025,-,-,-,-,"A Community Partnered Approach to Assessing the
Impact of Prenatal Pesticide Exposure on Child
Respiratory Outcomes in Mexico City",Departmental Authority,-,39
NIH,K99ES036277,KES036277A,"ICAHN SCHOOL OF
MEDICINE AT MOUNT SINAI",New York,UNITED STATES,5/19/2025,-,-,-,-,"Phthalate Mixtures and the Interconnection of Child
Neurobehavior and Obesity",Departmental Authority,-,39
NIH,K99EY034928,KEY034928A,"UNIVERSITY OF
CALIFORNIA-IRVINE",CALIFORNIA,UNITED STATES,5/29/2025,-,-,-,-,"Retina-derived extracellular vesicles in diabetic
retinopathy: their potential role in pathogenesis and
therapy",Departmental Authority,-,39
NIH,K99GM151568,KGM151568A,"PRESIDENT AND FELLOWS
OF HARVARD COLLEGE",MASSACHUSETTS,UNITED STATES,5/6/2025,-,-,-,-,"BIOPHYSICAL CUES SHAPING MACROPHAGE
AND T-CELL FUNCTIONS",Bilateral Termination,-,39
NIH,K99GM154062,KGM154062A,"UT SOUTHWESTERN
MEDICAL CENTER",TEXAS,UNITED STATES,5/16/2025,-,-,-,-,"Elucidating the sterol-sensing mechanisms that
regulate lipid metabolism.",Departmental Authority,-,39
NIH,K99GM154063,KGM154063A,"H. LEE MOFFITT CANCER
CTR & RES INST",FLORIDA,UNITED STATES,5/16/2025,-,-,-,-,"Dual E3 ligase function of TRIM25 in modulating
innate immunity",Departmental Authority,-,39
NIH,K99HD113878,KHD113878A,"Regents of the University of
Michigan",Michigan,UNITED STATES,5/16/2025,-,-,-,-,"Role of the Melanocortin-3 Receptor in Regulation of
the HPG Axis",Departmental Authority,-,39
NIH,K99HD115239,KHD115239A,"CHILDREN'S HOSPITAL
CORPORATION",Massachusetts,UNITED STATES,6/11/2025,-,-,-,-,"Neuroimmune communication as a driver of lesion
formation and macrophage colonization of the
omentum in endometriosis-associated pain",Departmental Authority,-,39
NIH,K99HL171946,KHL171946A,"UNIVERSITY OF
PENNSYLVANIA",Pennsylvania,UNITED STATES,6/16/2025,-,-,-,-,"Aging and Metabolic Dysfunction Drive Disrupted
Alveolar Epithelial Progenitor Function in Pulmonary
Fibrosis",Departmental Authority,-,39
NIH,K99HL173553,KHL173553A,"CHILDREN'S HOSPITAL
CORPORATION",Massachusetts,UNITED STATES,6/16/2025,-,-,-,-,"Molecular regulation of lymphoid lineage priming in
steady state and regeneration",Departmental Authority,-,39
NIH,K99HL175098,KHL175098A,EMORY UNIVERSITY,Georgia,UNITED STATES,6/16/2025,-,-,-,-,"Investigating the Role of Heme-Induced Complement
Activation in SCD Pregnancy",Departmental Authority,-,39
NIH,K99MH137315,KMH137315A,"ICAHN SCHOOL OF
MEDICINE AT MOUNT SINAI",New York,UNITED STATES,12/22/2025,-,-,-,-,"Neural Mechanisms and Neuromodulation of
Affective States",Bilateral Termination,-,39
NIH,K99NS135647,KNS135647A,ROCKEFELLER UNIVERSITY,New York,UNITED STATES,11/20/2025,-,-,-,-,"Encoding of Bodily State and Motor Action in a
Minimal Circuit for Food Consumption",Bilateral Termination,-,39
NIH,OT2OD035605,OOD035605A,"DELTA HEALTH ALLIANCE,
INC.",MISSISSIPPI,UNITED STATES,4/7/2025,-,-,-,-,"Partnership to Optimize Equity in Maternal and Infant
Health",Departmental Authority,-,39
NIH,OT2OD035606,OOD035606A,"CAMPESINOS SIN
FRONTERAS",ARIZONA,UNITED STATES,4/7/2025,-,-,-,-,"Achieving Equity in Farmworker Health Through
Community-Led Research",Departmental Authority,-,39
NIH,OT2OD035609,OOD035609A,"BRONXWORKS, INC",New York,UNITED STATES,4/9/2025,-,-,-,-,Healthy and Livable Bronx Partnership,Departmental Authority,-,39
NIH,OT2OD035636,OOD035636A,"HEALTH & HUMAN
SERVICES, NORTH
CAROLINA DEPARTMENT OF",North Carolina,UNITED STATES,4/9/2025,-,-,-,-,Agricultural Workers Digital Equity Initiative,Departmental Authority,-,39
NIH,OT2OD035677,OOD035677A,GRUPO NEXOS INC.,PUERTO RICO,UNITED STATES,4/7/2025,-,-,-,-,"Puerto Rico Collaborative Advancement of
Research, Innovations, Best Practices and Equity for
Children, Youth and Families (PR-CARIBE)",Departmental Authority,-,39
NIH,OT2OD035746,OOD035746A,"FAMILIES AGAINST
NARCOTICS, INC.",Michigan,UNITED STATES,4/9/2025,-,-,-,-,"Creating Statewide Community Partnerships:
Spanning Boundaries between Public Health,
Emergency Housing & Criminal Justice",Departmental Authority,-,39
NIH,OT2OD035764,OOD035764A,"ARKANSAS CANCER
COALITION",ARKANSAS,UNITED STATES,4/7/2025,-,-,-,-,"Cancer in Your Community: Strategies to Reduce
Cancer and Chronic Disease in the Arkansas Delta",Departmental Authority,-,39
NIH,OT2OD035801,OOD035801A,ACCESS HEALTH INC,MICHIGAN,UNITED STATES,4/7/2025,-,-,-,-,"Strengthening Community-Driven Safety-Net
Interventions to Improve Health and Economic Equity",Departmental Authority,-,39
NIH,OT2OD035834,OOD035834A,"ASIAN AMERICAN HEALTH
COALITION/HOUSTON",TEXAS,UNITED STATES,3/28/2025,-,-,-,-,"Addressing Systemic Barriers Impacting Health in
CHC Communities",Departmental Authority,-,39
NIH,OT2OD035834,OOD035834A,"ASIAN AMERICAN HEALTH
COALITION/HOUSTON",TEXAS,UNITED STATES,3/22/2025,-,-,-,-,"Addressing Systemic Barriers Impacting Health in
CHC Communities",Departmental Authority,-,39
NIH,OT2OD035839,OOD035839A,FEONIX - MOBILITY RISING,NEBRASKA,UNITED STATES,4/7/2025,-,-,-,-,"Reducing Health Disparities through Enhanced
Mobility Support and Access",Departmental Authority,-,39
NIH,OT2OD035980,OOD035980A,"VANDERBILT UNIVERSITY
MEDICAL CENTER",TENNESSEE,UNITED STATES,3/22/2025,-,-,-,-,"Engaging Diverse Stakeholders in
Genomic/Precision Medicine Research: The All of Us
Research Program Engagement Core",Departmental Authority,-,39
NIH,OT2OD037880,OOD037880A,"COMPREHENSIVE CANCER
CENTER/ UNIV/PR",PUERTO RICO,UNITED STATES,3/22/2025,-,-,-,-,"NATIONAL LATINO NETWORK (NLN) FOR
PRECISION MEDICINE AND HEALTH
DISPARITIES RESEARCH",Departmental Authority,-,39
NIH,P01AI125180,PAI125180B,EMORY UNIVERSITY,GEORGIA,UNITED STATES,4/18/2025,-,-,-,-,Plasma Cells in Health and Disease,Departmental Authority,-,39
NIH,P01AI165380,PAI165380A,"NORTHWESTERN
UNIVERSITY AT CHICAGO",ILLINOIS,UNITED STATES,4/18/2025,-,-,-,-,"Multi-Scale Evaluation and Mitigation of Toxicities
Following Internal Radionuclide Contamination",Departmental Authority,-,39
NIH,P01CA214091,PCA214091B,UNIVERSITY OF FLORIDA,FLORIDA,UNITED STATES,4/22/2025,-,-,-,-,"Noncoding RNAs in gamma-Herpesvirus Biology and
AIDS Malignancies",Departmental Authority,-,40
NIH,P01CA257904,PCA257904A,"UNIVERSITY OF
PENNSYLVANIA",PENNSYLVANIA,UNITED STATES,4/30/2025,-,-,-,-,"Translational Studies in FLASH Particle
Radiotherapy",Departmental Authority,-,40
NIH,P30AI161943,PAI161943A,"BAYLOR COLLEGE OF
MEDICINE",TEXAS,UNITED STATES,6/6/2025,-,-,-,-,Texas Developmental Center for AIDS Research,Departmental Authority,-,40
NIH,P30CA013696,PCA013696L,Columbia University,NEW YORK,UNITED STATES,3/12/2025,-,-,-,-,Cancer Center Support Grant,Departmental Authority,-,40
NIH,P30CA013696,PCA013696L,"COLUMBIA UNIVERSITY
HEALTH SCIENCES",NEW YORK,UNITED STATES,3/12/2025,-,-,-,-,"Cancer Center Support Grant - Early Career Cancer
Clinical Investigator Award (ECIA)",Departmental Authority,-,40
NIH,P30CA013696,PCA013696L,"COLUMBIA UNIVERSITY
HEALTH SCIENCES",NEW YORK,UNITED STATES,3/12/2025,-,-,-,-,Cancer Center Support Grant,Departmental Authority,-,40
NIH,P30CA016056,PCA016056L,"ROSWELL PARK CANCER
INSTITUTE CORP",NEW YORK,UNITED STATES,3/21/2025,-,-,-,-,Two-Spirit Films in Indigenous Cancer Health,Departmental Authority,-,40
NIH,P50CA257911,PCA257911A,"UNIV OF NORTH CAROLINA
CHAPEL HILL",NORTH CAROLINA,UNITED STATES,6/15/2025,-,-,-,-,Selective Targeting of Pancreatic Cancer SPORE,Departmental Authority,-,40
NIH,P50CA281701,PCA281701A,"UNIV OF TEXAS SYS
CANCER CTR, M D
ANDERSON HOSP/TUM INS",Texas,UNITED STATES,11/25/2025,-,-,-,-,"The University of Texas MD Anderson Cancer
Center SPORE in Ovarian Cancer",Bilateral Termination,-,40
NIH,P50DA054071,PDA054071A,"RESEARCH TRIANGLE
INSTITUTE",NORTH CAROLINA,UNITED STATES,6/16/2025,-,-,-,-,"The role of momentary acute discrimination and
cultural resilience in polysubstance use among
adults from communities of color",Departmental Authority,-,40
NIH,P50MD017348,PMD017348A,"JOHNS HOPKINS
UNIVERSITY",MARYLAND,UNITED STATES,3/28/2025,-,-,-,-,"The Mid-Atlantic Center for Cardiometabolic Health
Equity (MACCHE)",Departmental Authority,-,40
NIH,R00AG070102,RAG070102B,"INSTITUTE FOR SYSTEMS
BIOLOGY",WASHINGTON,UNITED STATES,5/13/2025,-,-,-,-,"Development of a Predictive Frailty Clock &
Longitudinal Investigation of its Epigenetic
Determinants",Departmental Authority,-,40
NIH,R00AG070273,RAG070273B,"UNIVERSITY OF SOUTHERN
CALIFORNIA",CALIFORNIA,UNITED STATES,5/27/2025,-,-,-,-,"Dietary Protein Restriction Remodels Adipose Tissue
to Defend Against Age-Related Metabolic Decline",Departmental Authority,-,40
NIH,R00AG070390,RAG070390B,"UNIVERSITY OF SOUTHERN
CALIFORNIA",CALIFORNIA,UNITED STATES,5/28/2025,-,-,-,-,"Ethnoracial Impact on Blood-Based Biomarker
Detection of Alzheimers in Primary Care Patients",Departmental Authority,-,40
NIH,R00AG071833,RAG071833B,"FLORIDA STATE
UNIVERSITY",Florida,UNITED STATES,5/29/2025,-,-,-,-,"The neural basis for aging-dependent decline in taste
function",Departmental Authority,-,40
NIH,R00AG075259,RAG075259B,UNIVERSITY OF MISSISSIPPI,MISSISSIPPI,UNITED STATES,5/27/2025,-,-,-,-,"Pathways Linking Negative Self-Views of Aging to
Physical Activity in Daily Life: An Intensive Within-
Person Approach",Departmental Authority,-,40
NIH,R00AG075327,RAG075327B,"UNIV OF NORTH CAROLINA
CHAPEL HILL",NORTH CAROLINA,UNITED STATES,5/28/2025,-,-,-,-,"Identity influences on psychosocial traits, biologic
age, and cardiovascular disease disparities",Departmental Authority,-,40
NIH,R00AG076964,RAG076964B,"UNIVERSITY OF TEXAS AT
AUSTIN",Texas,UNITED STATES,5/27/2025,-,-,-,-,"Epigenetic Mechanisms Linking Lifetime Social and
Environmental Exposures to Cognitive Aging",Departmental Authority,-,40
NIH,R00AG078286,RAG078286B,UNIVERSITY OF KENTUCKY,KENTUCKY,UNITED STATES,5/29/2025,-,-,-,-,"Early Characterization of Cognitive Status and AD
Risk in African American Men",Departmental Authority,-,40
NIH,R00CA248611,RCA248611B,"UNIVERSITY OF MIAMI
SCHOOL OF MEDICINE",FLORIDA,UNITED STATES,6/15/2025,-,-,-,-,"Role of myeloid-derived suppressor cells in local and
systemic immunosuppression in glioblastoma",Departmental Authority,-,40
NIH,R00CA248720,RCA248720B,"NORTHEASTERN
UNIVERSITY",MASSACHUSETTS,UNITED STATES,4/1/2025,-,-,-,-,"Cancer misinformation on social media and its
correction",Departmental Authority,-,40
NIH,R00DA052641,RDA052641B,"UNIVERSITY OF ALABAMA
AT BIRMINGHAM",ALABAMA,UNITED STATES,4/18/2025,-,-,-,-,"Sex differences in cholinergic regulation of nicotinic
acetylcholine receptor modulation of local nucleus
accumbens circuitry underlying motivation",Departmental Authority,-,40
NIH,R00ES033723,RES033723B,"UNIVERSITY OF
ROCHESTER",NEW YORK,UNITED STATES,6/16/2025,-,-,-,-,"An in vivo multiplex model to study gene-
environment interaction in Parkinson's Disease",Departmental Authority,-,40
NIH,R00GM140254,RGM140254B,RICE UNIVERSITY,Texas,UNITED STATES,6/9/2025,-,-,-,-,"Deep cell history tracking: engineering cells that write
their detailed life stories into their DNA to study DNA
damage",Departmental Authority,-,40
NIH,R00GM140338,RGM140338A,"TULANE UNIVERSITY OF
LOUISIANA",LOUISIANA,UNITED STATES,6/13/2025,-,-,-,-,"Quantitative Characterization of the Extra Cellular
Matrix Components of Connective Tissue:
Fingerprinting Macromolecular Components through
Low-Field Magnetic Resonance",Departmental Authority,-,40
NIH,R00GM141482,RGM141482B,"RECTOR & VISITORS OF
THE UNIVERSITY OF
VIRGINIA",Virginia,UNITED STATES,6/9/2025,-,-,-,-,"Role of mitochondrial/ER contacts in the regulation of
mtDNA release from mitochondria, innate immune
signaling, and responses to viral infection",Departmental Authority,-,40
NIH,R00GM146111,RGM146111B,"RECTOR & VISITORS OF
THE UNIVERSITY OF
VIRGINIA",Virginia,UNITED STATES,6/9/2025,-,-,-,-,"Immuno-stromal axes regulate fibroblast
heterogeneity in tissue fibrosis and regeneration",Departmental Authority,-,40
NIH,R00GM149822,RGM149822A,"WORCESTER POLYTECHNIC
INSTITUTE",Massachusetts,UNITED STATES,6/9/2025,-,-,-,-,"Studying the modulators and the physiological
functions of RNA tailing in the C. elegans oocyte",Departmental Authority,-,41
NIH,R00HD103910,RHD103910B,"NEW YORK UNIVERSITY
SCHOOL OF MEDICINE",NEW YORK,UNITED STATES,5/5/2025,-,-,-,-,"Gestational Diabetes Mellitus, Perinatal Depression,
and Offspring Neurodevelopmental Phenotype -
Diversity Supplement",Departmental Authority,-,41
NIH,R00HG012379,RHG012379B,"REGENTS OF THE
UNIVERSITY OF
CALIFORNIA, SAN
FRANCISCO, THE",California,UNITED STATES,3/18/2026,-,-,-,-,"The Emergence of Prenatal Gene Therapy: An
Embedded Ethics Ethnography investigating Clinical,
Scientific and Societal Values",Bilateral Termination,-,41
NIH,R00HL155845,RHL155845B,"NORTHWESTERN
UNIVERSITY",Illinois,UNITED STATES,6/16/2025,-,-,-,-,"Mechanism of pulmonary endothelial cell
heterogeneity and its role in disease",Departmental Authority,-,41
NIH,R00MD015767,RMD015767C,"BRIGHAM & WOMEN`S
HOSPITAL",Massachusetts,UNITED STATES,4/30/2025,-,-,-,-,"Synthesizing Trial and Real-world Data on the Use of
Biologics in Patients with Severe Asthma",Departmental Authority,-,41
NIH,R00MD016946,RMD016946B,PURDUE UNIVERSITY,Indiana,UNITED STATES,4/30/2025,-,-,-,-,"Identifying determinants of ADAR-dependency in
triple-negative breast cancer",Departmental Authority,-,41
NIH,R00MD017967,RMD017967B,"UNIVERSITY OF CENTRAL
FLORIDA",FLORIDA,UNITED STATES,3/21/2025,-,-,-,-,"Sexually Transmited Infection Testing Risk and
Prevention among Trans Women (STRiP-T)",Departmental Authority,-,41
NIH,R00MH129983,RMH129983B,WASHINGTON UNIVERSITY,MISSOURI,UNITED STATES,4/29/2025,-,-,-,-,"Gene regulatory networks influencing neuron-
microglia interactions in fetal brain development.",Departmental Authority,-,41
NIH,R00NS112599,RNS112599B,"MEDICAL COLLEGE OF
WISCONSIN",WISCONSIN,UNITED STATES,5/30/2025,-,-,-,-,"Developing Novel Chemo-optogenetic Tools for in
Vivo Applications",Departmental Authority,-,41
NIH,R00NS114111,RNS114111B,"BRIGHAM AND WOMEN'S
HOSPITAL",MASSACHUSETTS,UNITED STATES,5/30/2025,-,-,-,-,Molecular Control of Astrocytes in CNS Inflammation,Departmental Authority,-,41
NIH,R00NS121137,RNS121137B,WASHINGTON UNIVERSITY,MISSOURI,UNITED STATES,6/12/2025,-,-,-,-,"The role of astrocyte-neuron signaling in closing a
critical period required for motor circuit structure
function and behavior",Departmental Authority,-,41
NIH,R01AA030243,RAA030243A,"UNIVERSITY OF MICHIGAN
AT ANN ARBOR",MICHIGAN,UNITED STATES,3/25/2025,-,-,-,-,"Sexual Fluidity and Longitudinal Changes in Alcohol
Misuse and Associated Health Consequences",Departmental Authority,-,41
NIH,R01AA030275,RAA030275A,"GEORGIA STATE
UNIVERSITY",GEORGIA,UNITED STATES,3/12/2025,-,-,-,-,"An intersectional approach linking Minority Stressors
Experienced by Transgender and Gender Diverse
Adults to Alcohol and Drug Use and comorbid Mental
and Physical Health Outcomes",Departmental Authority,-,41
NIH,R01AA030558,RAA030558A,"UNIVERSITY OF NEBRASKA
LINCOLN",Nebraska,UNITED STATES,3/26/2025,-,-,-,-,"Experiences of Rural Sexual and Gender Minority
Couples: Does Alcohol Use Explain the Link
Between Minority Stress and Intimate Partner
Discord and Violence",Departmental Authority,-,41
NIH,R01AG037031,RAG037031D,PEKING UNIVERSITY,N/A,CHINA,2/28/2025,-,-,-,-,China Health and Retirement Longitudinal study,Departmental Authority,-,41
NIH,R01AG058066,RAG058066B,"CASE WESTERN RESERVE
UNIVERSITY",OHIO,UNITED STATES,5/2/2025,-,-,-,-,"Protective Genetic Varients for Alzheimer Disease in
the Amish",Departmental Authority,-,41
NIH,R01AG058549,RAG058549A,"UNIVERSITY OF
PITTSBURGH, THE",Pennsylvania,UNITED STATES,2/9/2026,-,-,-,-,"Risk factors for MCI and Dementia in a Diverse
Senior Cohort",Bilateral Termination,-,41
NIH,R01AG061785,RAG061785B,"UNIVERSITY OF ALABAMA
AT BIRMINGHAM",ALABAMA,UNITED STATES,5/2/2025,-,-,-,-,"Circadian changes in network excitability and
Alzheimer disease pathogenesis",Departmental Authority,-,41
NIH,R01AG070059,RAG070059A,"NATIONAL OPINION
RESEARCH CENTER",ILLINOIS,UNITED STATES,3/21/2025,-,-,-,-,"Sampling Strategies and Measure Development for
the LGBT Aging Project (SAMLAP)",Departmental Authority,-,41
NIH,R01AG071815,RAG071815B,DREXEL UNIVERSITY,PENNSYLVANIA,UNITED STATES,5/13/2025,-,-,-,-,"Novel longevity enhancing pathways regulated by
mTOR",Departmental Authority,-,41
NIH,R01AG072658,RAG072658A,UNIVERSITY OF FLORIDA,FLORIDA,UNITED STATES,5/13/2025,-,-,-,-,"Characterizing and modulating neurocognitive
processes of learning to trust and distrust in aging",Departmental Authority,-,41
NIH,R01AG072681,RAG072681A,"COLUMBIA UNIVERSITY
HEALTH SCIENCES",NEW YORK,UNITED STATES,5/14/2025,-,-,-,-,"Building an unbiased pooled cohort for the study of
lifecourse social and vascular determinants of
Alzheimer's Disease and Related Disorders",Departmental Authority,-,41
NIH,R01AG074213,RAG074213A,"BOSTON UNIVERSITY
MEDICAL CAMPUS",MASSACHUSETTS,UNITED STATES,4/7/2025,-,-,-,-,"Perceived racism, cardiovascular disease risk, and
neurocognitive aging",Departmental Authority,-,41
NIH,R01AG074570,RAG074570A,"UNIVERSITY OF NOTRE
DAME",INDIANA,UNITED STATES,5/2/2025,-,-,-,-,"Chemical approaches to selectively target beta-rich
amyloidosis",Departmental Authority,-,41
NIH,R01AG075210,RAG075210A,DUKE UNIVERSITY,NORTH CAROLINA,UNITED STATES,6/3/2025,-,-,-,-,"A Life Course Approach to Identify Risks of
Hospitalization in Older Adults with Heart Failure",Departmental Authority,-,41
NIH,R01AG075654,RAG075654A,"RENSSELAER
POLYTECHNIC INSTITUTE",NEW YORK,UNITED STATES,5/2/2025,-,-,-,-,"Effects of Advanced Glycation Endproducts on Type
2 Diabetic and Fragility Fractures",Departmental Authority,-,41
NIH,R01AG075818,RAG075818B,"UNIVERSITY OF MICHIGAN
AT ANN ARBOR",MICHIGAN,UNITED STATES,4/29/2025,-,-,-,-,"Cell Type-Specific Proteins that Promote Resilience
to Cognitive Aging and Alzheimer's Disease",Bilateral Termination,-,41
NIH,R01AG075900,RAG075900A,UNIVERSITY OF FLORIDA,FLORIDA,UNITED STATES,5/2/2025,-,-,-,-,"Contributions of tau-mediated translational
dysregulation to pathogenesis and progression of
fronto-temporal dementia",Departmental Authority,-,42
